manufacture_date,brand,model,origin,type,seats,gearbox,fuel,color,mileage_v2,condition
2013,Kia,Sorento,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,180000,used
2023,Toyota,Veloz,Việt Nam,Minivan (MPV),7.0,AT,petrol,silver,0,new
2017,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,grey,0,new
2021,Honda,Brio,Nhật Bản,Hatchback,5.0,AT,petrol,orange,19000,used
2021,Mitsubishi,Triton,Thái Lan,Pick-up (bán tải),5.0,AT,oil,white,14000,used
2019,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,49000,used
2012,Hyundai,Avante,Việt Nam,Sedan,5.0,AT,petrol,white,115000,used
2011,Ford,Everest,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,98000,used
2023,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,black,1100,used
2015,Toyota,Hilux,Thái Lan,Pick-up (bán tải),5.0,AT,oil,silver,120000,used
2015,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,129000,used
2017,Hyundai,Elantra,Việt Nam,Sedan,5.0,AT,petrol,white,125000,used
2019,Toyota,Avanza,Thái Lan,Minivan (MPV),7.0,AT,petrol,silver,45000,used
2019,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,red,29000,used
2020,Toyota,Innova,Nhật Bản,Minivan (MPV),8.0,MT,petrol,others,62000,used
2018,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,grey,39000,used
2022,Mercedes Benz,GLC Class,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,19000,used
2019,Ford,Tourneo,Việt Nam,Minivan (MPV),8.0,AT,petrol,white,45000,used
2018,Ford,Everest,Nước khác,SUV / Cross over,7.0,AT,oil,others,50000,used
2005,Ford,Laser,Việt Nam,Sedan,5.0,MT,petrol,black,150000,used
2006,Toyota,Hiace,Việt Nam,Van,10.0,MT,petrol,silver,451,used
2008,Hyundai,Santa Fe,Hàn Quốc,SUV / Cross over,7.0,AT,petrol,black,40,used
2022,Toyota,Veloz,Nước khác,Minivan (MPV),9.0,AT,petrol,black,15000,used
2017,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,black,48000,used
2019,Mitsubishi,Xpander,Ấn Độ,Minivan (MPV),5.0,AT,petrol,white,52000,used
2022,Mitsubishi,Triton,Thái Lan,Pick-up (bán tải),5.0,AT,oil,orange,0,new
2005,Toyota,Vios,Nhật Bản,Sedan,5.0,MT,petrol,white,8888,used
2023,Mitsubishi,Xpander,Việt Nam,Minivan (MPV),7.0,MT,petrol,black,0,new
2016,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,MT,oil,silver,88000,used
2010,Chevrolet,Spark,Việt Nam,Hatchback,2.0,MT,petrol,silver,70000,used
2020,Kia,Sedona,Việt Nam,Minivan (MPV),7.0,AT,oil,blue,15000,used
2018,Honda,CR V,Thái Lan,SUV / Cross over,7.0,AT,petrol,white,80000,used
2021,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,white,33000,used
2016,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,blue,117000,used
2020,Ford,EcoSport,Mỹ,SUV / Cross over,5.0,AT,petrol,white,55000,used
2014,Mercedes Benz,GLA Class,Đức,SUV / Cross over,5.0,AT,petrol,red,70000,used
2018,Mercedes Benz,E Class,Việt Nam,Sedan,5.0,AT,petrol,blue,60000,used
2005,Mitsubishi,Jolie,Việt Nam,SUV / Cross over,8.0,MT,petrol,silver,80510,used
2019,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,AT,petrol,red,156000,used
2022,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,white,26000,used
2020,Hyundai,Elantra,Hàn Quốc,Sedan,5.0,MT,petrol,white,60000,used
2011,Ford,Everest,Thái Lan,SUV / Cross over,7.0,MT,oil,black,120000,used
2014,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,blue,90000,used
2022,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,white,26000,used
2011,Hyundai,i20,Ấn Độ,Hatchback,5.0,AT,petrol,gold,120268,used
2016,Toyota,Innova,Nhật Bản,Minivan (MPV),8.0,MT,petrol,silver,105000,used
2021,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,28000,used
2018,Honda,CR V,Nước khác,SUV / Cross over,7.0,AT,petrol,white,60000,used
2019,Mitsubishi,Xpander,Nước khác,Minivan (MPV),5.0,MT,petrol,black,82000,used
2009,Ford,Everest,Việt Nam,SUV / Cross over,8.0,MT,oil,grey,18900,used
2020,Mitsubishi,Attrage,Thái Lan,Sedan,5.0,MT,petrol,grey,26000,used
2021,Vinfast,1083,Việt Nam,Sedan,5.0,AT,petrol,white,28000,used
2021,Toyota,Corolla Cross,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,26000,used
1995,Mazda,626,Nhật Bản,Sedan,4.0,MT,petrol,brown,50000,used
2019,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,silver,132349,used
2019,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,oil,blue,28000,used
2017,Toyota,Land Cruiser Prado,Việt Nam,SUV / Cross over,7.0,AT,petrol,black,53000,used
2022,Kia,K5,Việt Nam,Sedan,5.0,AT,petrol,grey,0,new
2011,Kia,Forte,Việt Nam,Sedan,5.0,AT,petrol,white,120000,used
2002,Ford,Laser,Nhật Bản,Sedan,5.0,MT,petrol,blue,200000,used
2019,Vinfast,Lux A2.0,Việt Nam,Sedan,4.0,AT,petrol,black,51000,used
2016,Mercedes Benz,E Class,Đức,Sedan,5.0,AT,petrol,black,66000,used
2019,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,white,69000,used
2017,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,green,38639,used
2019,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,grey,70000,used
2019,Toyota,Camry,Thái Lan,Sedan,5.0,AT,petrol,black,40000,used
2020,Hyundai,Accent,Hàn Quốc,Sedan,5.0,AT,petrol,red,20000,used
2022,Hyundai,Grand i10,Hàn Quốc,Sedan,5.0,AT,petrol,white,2000,used
2014,Kia,Carens,Hàn Quốc,Minivan (MPV),7.0,AT,petrol,brown,125000,used
2020,Mitsubishi,Xpander,Nhật Bản,Minivan (MPV),7.0,AT,petrol,white,56000,used
2017,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,56000,used
2018,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,oil,red,90000,used
2014,Hyundai,Grand i10,Ấn Độ,Hatchback,5.0,AT,petrol,red,68686,used
2019,Mitsubishi,Outlander,Nhật Bản,SUV / Cross over,7.0,AT,petrol,white,76000,used
2003,Mazda,6,Nhật Bản,Sedan,5.0,MT,petrol,black,150000,used
2011,Mercedes Benz,GL Class,Mỹ,SUV / Cross over,7.0,AT,petrol,black,70000,used
2020,Toyota,Camry,Thái Lan,Sedan,5.0,AT,petrol,red,35000,used
2016,Chevrolet,Cruze,Việt Nam,Sedan,5.0,AT,petrol,black,100000,used
2016,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,white,95000,used
2022,Toyota,Corolla Cross,Thái Lan,SUV / Cross over,5.0,AT,petrol,green,15000,used
2016,Chevrolet,Spark,Việt Nam,Hatchback,5.0,MT,petrol,red,78000,used
2019,Kia,Morning,Việt Nam,Hatchback,5.0,AT,petrol,white,75000,used
2010,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,white,10000,used
2021,Kia,Carnival,Việt Nam,Minivan (MPV),7.0,AT,oil,white,41000,used
2022,Kia,Carnival,Việt Nam,Minivan (MPV),7.0,AT,oil,red,16000,used
2018,Toyota,Yaris,Thái Lan,Hatchback,5.0,AT,petrol,gold,78000,used
2010,Kia,Morning,Việt Nam,Hatchback,5.0,MT,petrol,silver,113000,used
2018,Kia,Sorento,Việt Nam,SUV / Cross over,7.0,AT,petrol,black,50000,used
2019,Ford,Focus,Việt Nam,Sedan,5.0,AT,petrol,brown,38000,used
2022,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,red,0,new
2007,Hyundai,Getz,Hàn Quốc,Hatchback,5.0,AT,petrol,black,16,used
2018,Toyota,Land Cruiser Prado,Nhật Bản,SUV / Cross over,7.0,AT,petrol,white,19000,used
2022,Hyundai,Elantra,Việt Nam,Sedan,5.0,AT,petrol,red,5500,used
2023,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,white,17000,used
2009,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,78000,used
2016,Toyota,Innova,Việt Nam,Sedan,8.0,MT,petrol,brown,90000,used
2021,Mercedes Benz,GLC Class,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,23000,used
2017,Kia,Sorento,Việt Nam,SUV / Cross over,7.0,AT,oil,black,110000,used
2020,Hyundai,Accent,Việt Nam,Sedan,5.0,MT,petrol,white,45000,used
2016,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,black,39000,used
2020,Mitsubishi,Attrage,Thái Lan,Sedan,5.0,MT,petrol,white,130000,used
2012,Kia,Morning,Việt Nam,Hatchback,5.0,MT,petrol,white,100000,used
2022,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,white,7700,used
2019,Honda,CR V,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,38463,used
2016,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,43000,used
2017,Chevrolet,Spark,Việt Nam,Hatchback,5.0,MT,petrol,silver,50200,used
2021,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,red,15000,used
2012,Kia,Morning,Việt Nam,Hatchback,5.0,MT,petrol,silver,19,used
2020,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,27000,used
2015,Chevrolet,Spark,Việt Nam,Van,2.0,MT,petrol,blue,99,used
2014,Mercedes Benz,CLA Class,Nước khác,Sedan,5.0,AT,petrol,others,96000,used
2007,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,blue,80000,used
2023,Mitsubishi,Triton,Nhật Bản,Pick-up (bán tải),7.0,AT,oil,orange,0,new
2017,Chevrolet,Cruze,Mỹ,Sedan,5.0,AT,petrol,white,56000,used
2021,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,MT,petrol,red,14000,used
2012,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,silver,120000,used
2009,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,MT,oil,silver,199999,used
2020,Toyota,Corolla Cross,Thái Lan,SUV / Cross over,5.0,AT,petrol,others,35555,used
2022,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,oil,white,0,new
2017,Toyota,Fortuner,Nước khác,SUV / Cross over,7.0,MT,oil,grey,81000,used
2022,Hyundai,Accent,Việt Nam,Sedan,2.0,AT,petrol,white,26000,used
2020,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,white,56000,used
2013,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,8,used
2021,Vinfast,1083,Việt Nam,Sedan,5.0,AT,petrol,black,18000,used
2020,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,white,68000,used
2022,Mitsubishi,Xpander Cross,Nước khác,Minivan (MPV),7.0,AT,petrol,orange,16000,used
2000,Mazda,626,Nhật Bản,Sedan,5.0,MT,petrol,black,50000,used
2014,Mazda,CX 5,Nhật Bản,SUV / Cross over,5.0,AT,petrol,gold,95000,used
2020,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,grey,12000,used
2003,Ford,Laser,Việt Nam,Sedan,5.0,MT,petrol,green,172185,used
2023,Kia,Carnival,Việt Nam,SUV / Cross over,7.0,AMT,oil,white,3000,used
2018,Ford,Fiesta,Việt Nam,Sedan,5.0,AT,petrol,white,60000,used
2018,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,white,23000,used
2023,Mitsubishi,Xpander Cross,Nước khác,Minivan (MPV),7.0,AT,petrol,brown,0,new
2017,Toyota,Fortuner,Nước khác,SUV / Cross over,7.0,AT,petrol,silver,91000,used
2002,Toyota,Corolla Altis,Việt Nam,Sedan,5.0,MT,petrol,white,123456,used
2015,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,blue,80000,used
2018,Mitsubishi,Outlander,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,60000,used
2019,Honda,Brio,Thái Lan,Hatchback,5.0,AT,petrol,silver,45000,used
2020,Honda,City,Nhật Bản,Sedan,5.0,AT,petrol,white,45000,used
2019,Mitsubishi,Xpander,Thái Lan,Minivan (MPV),5.0,AT,petrol,silver,20000,used
2017,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,brown,82000,used
2021,Mazda,2,Thái Lan,Sedan,5.0,AT,petrol,white,36000,used
2021,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,white,67000,used
2017,Hyundai,Grand i10,Hàn Quốc,Hatchback,5.0,MT,petrol,silver,200000,used
2021,Hyundai,Elantra,Việt Nam,Sedan,5.0,AT,petrol,white,50000,used
2015,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,gold,80000,used
2014,Ford,Everest,Việt Nam,SUV / Cross over,7.0,MT,oil,gold,9998,used
2018,Hyundai,Kona,Thái Lan,SUV / Cross over,5.0,AT,petrol,black,52000,used
2007,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,black,99000,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,silver,77000,used
2015,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,99000,used
2019,Toyota,Wigo,Việt Nam,Hatchback,5.0,AT,petrol,white,72000,used
2011,Kia,Cerato,Hàn Quốc,Sedan,5.0,AT,petrol,red,10,used
2020,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,petrol,black,52000,used
2019,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,red,90000,used
2018,Chevrolet,Colorado,Thái Lan,Pick-up (bán tải),5.0,AT,oil,white,57979,used
2019,Hyundai,Accent,Nước khác,Sedan,5.0,MT,petrol,gold,34700,used
2021,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,black,52000,used
2020,Hyundai,Grand i10,Việt Nam,Sedan,5.0,MT,petrol,white,70000,used
2016,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,150000,used
1991,Toyota,Camry,Nhật Bản,Sedan,5.0,MT,petrol,blue,12345,used
2022,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,white,12000,used
2020,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,silver,34000,used
2021,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,red,27000,used
2015,Hyundai,Grand i10,Hàn Quốc,Hatchback,5.0,MT,petrol,white,109000,used
2023,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,silver,0,new
2018,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,white,68000,used
2018,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,2900,used
2021,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,12000,used
2017,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,41300,used
2019,Ford,Transit,Mỹ,Kiểu dáng khác,16.0,MT,oil,white,139100,used
2005,Toyota,Land Cruiser,Việt Nam,SUV / Cross over,8.0,MT,petrol,silver,84000,used
2018,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,blue,68000,used
2017,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,grey,82222,used
2019,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,oil,white,70000,used
2022,Hyundai,Creta,Hàn Quốc,SUV / Cross over,2.0,AT,petrol,white,18000,used
2009,Chevrolet,Spark,Hàn Quốc,Hatchback,5.0,MT,petrol,silver,20000,used
2021,Honda,HR-V,Thái Lan,SUV / Cross over,5.0,AT,petrol,orange,53000,used
2022,Toyota,Corolla Cross,Thái Lan,SUV / Cross over,5.0,AT,petrol,red,36000,used
2018,Kia,Sorento,Hàn Quốc,SUV / Cross over,7.0,AT,oil,blue,54000,used
2017,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,blue,80000,used
2021,Kia,Seltos,Việt Nam,SUV / Cross over,5.0,AT,petrol,orange,45000,used
2009,Ford,Everest,Việt Nam,SUV / Cross over,7.0,MT,oil,white,98,used
2017,Chevrolet,Colorado,Thái Lan,Pick-up (bán tải),5.0,AT,oil,red,65000,used
2019,Kia,Soluto,Việt Nam,Sedan,5.0,AT,petrol,silver,30000,used
2022,Kia,Sportage,Việt Nam,SUV / Cross over,5.0,AT,petrol,grey,15000,used
2003,Toyota,Corolla Altis,Việt Nam,Sedan,5.0,MT,petrol,black,70000,used
2023,Mazda,3,Việt Nam,Sedan,4.0,AT,petrol,white,0,new
2018,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,white,56000,used
2014,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,white,109000,used
2016,Toyota,Yaris,Thái Lan,Hatchback,5.0,AT,petrol,red,45000,used
2022,Mitsubishi,Xpander,Nước khác,SUV / Cross over,5.0,AT,petrol,grey,10000,used
2007,Honda,Civic,Việt Nam,Sedan,5.0,AT,petrol,silver,10000,used
2021,Hyundai,Accent,Việt Nam,Sedan,5.0,MT,petrol,white,18000,used
2018,Hyundai,Elantra,Việt Nam,Sedan,5.0,AT,petrol,white,45500,used
2021,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,orange,63000,used
2023,Toyota,Veloz Cross,Nước khác,Minivan (MPV),7.0,AT,petrol,others,5000,used
2021,Toyota,Wigo,Nước khác,Hatchback,2.0,AT,petrol,red,20000,used
2012,Kia,Sorento,Hàn Quốc,SUV / Cross over,7.0,MT,petrol,brown,107000,used
2003,Toyota,Land Cruiser,Nước khác,SUV / Cross over,7.0,MT,petrol,gold,97000,used
2019,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,red,67000,used
2010,Hyundai,Genesis,Hàn Quốc,Coupe (2 cửa),5.0,AT,petrol,green,100000,used
2008,Mercedes Benz,S Class,Đức,Sedan,4.0,AT,petrol,black,125000,used
2011,Kia,Morning,Hàn Quốc,Hatchback,5.0,MT,petrol,red,15000,used
2017,Kia,Morning,Việt Nam,Hatchback,5.0,MT,petrol,white,60000,used
2019,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,white,175242,used
2019,Chevrolet,Trailblazer,Thái Lan,SUV / Cross over,5.0,AT,oil,black,79000,used
2019,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,gold,63000,used
2019,Honda,CR V,Thái Lan,SUV / Cross over,5.0,AT,petrol,red,3000,used
2020,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,petrol,red,39000,used
2022,Mitsubishi,Outlander,Nhật Bản,SUV / Cross over,9.0,AT,petrol,white,36,used
2017,Mazda,6,Nhật Bản,Sedan,5.0,AT,petrol,white,120000,used
2017,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,gold,12,used
2022,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,red,15000,used
2018,Mazda,3,Việt Nam,Hatchback,5.0,AT,petrol,gold,70000,used
2019,Toyota,Vios,Nhật Bản,Sedan,5.0,AT,petrol,red,86000,used
2022,Ford,Transit,Việt Nam,Kiểu dáng khác,16.0,MT,oil,black,0,new
2010,Kia,Cerato,Hàn Quốc,Sedan,5.0,AT,petrol,grey,85000,used
2019,Mercedes Benz,C Class,Mỹ,Sedan,5.0,AT,petrol,black,60000,used
2021,Mitsubishi,Xpander,Nhật Bản,Minivan (MPV),7.0,MT,petrol,white,50000,used
2015,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,brown,70000,used
2008,Toyota,Hiace,Việt Nam,Van,2.0,MT,oil,green,180000,used
2019,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,51000,used
2019,Toyota,Fortuner,Nước khác,SUV / Cross over,7.0,AT,petrol,white,18000,used
2016,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,78000,used
2019,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,oil,gold,42000,used
2021,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,blue,20536,used
2019,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,gold,42000,used
2011,Hyundai,Sonata,Hàn Quốc,Sedan,5.0,AT,petrol,black,75000,used
2022,Toyota,Vios,Việt Nam,Sedan,2.0,AT,petrol,red,46000,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,black,89000,used
2011,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,black,16800,used
2016,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,white,83000,used
2010,Ford,Escape,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,148000,used
2019,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,others,60000,used
2019,Mercedes Benz,GLC,Đức,SUV / Cross over,5.0,MT,petrol,black,41000,used
2013,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,black,130000,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,red,49000,used
2019,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,blue,50000,used
2021,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,20000,used
2018,Chevrolet,Aveo,Việt Nam,Sedan,5.0,AT,petrol,black,71000,used
2022,Toyota,Avanza,Việt Nam,Minivan (MPV),7.0,AT,petrol,silver,27000,used
2018,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,black,68,used
2022,Hyundai,Accent,Việt Nam,Sedan,2.0,AT,petrol,red,10000,used
2017,Toyota,Vios,Nhật Bản,Sedan,5.0,MT,petrol,white,80000,used
2018,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,white,89000,used
2017,Toyota,Fortuner,Thái Lan,SUV / Cross over,7.0,MT,oil,silver,108000,used
2020,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,white,16000,used
2019,Mazda,2,Việt Nam,Sedan,5.0,AT,petrol,red,51000,used
2005,Ford,Everest,Việt Nam,SUV / Cross over,7.0,MT,oil,gold,200,used
2019,Toyota,Rush,Nước khác,SUV / Cross over,5.0,AT,petrol,white,51000,used
2011,Kia,Sportage,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,grey,120000,used
2018,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,brown,40000,used
2008,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,brown,17000,used
2008,Chevrolet,Spark,Việt Nam,Hatchback,2.0,AT,petrol,red,150000,used
2021,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,white,30000,used
2019,Ford,Transit,Việt Nam,Kiểu dáng khác,16.0,MT,oil,silver,160000,used
2013,Ford,Ranger,Nhật Bản,Pick-up (bán tải),5.0,AT,oil,silver,120000,used
2010,Hyundai,Santa Fe,Hàn Quốc,SUV / Cross over,7.0,AT,oil,black,90000,used
2022,Kia,Carnival,Việt Nam,SUV / Cross over,7.0,AT,oil,blue,13000,used
2016,Mazda,BT 50,Thái Lan,Pick-up (bán tải),5.0,AT,oil,blue,130000,used
2019,Toyota,Vios,Nhật Bản,Sedan,5.0,AT,petrol,white,63000,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,red,38000,used
2017,Kia,Morning,Việt Nam,Hatchback,5.0,MT,petrol,white,18000,used
2018,Kia,Rondo,Việt Nam,SUV / Cross over,7.0,AT,petrol,brown,80000,used
2015,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,grey,75000,used
2008,Toyota,Yaris,Nhật Bản,Hatchback,5.0,AT,petrol,others,86000,used
2017,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,12345,used
2020,Mitsubishi,Xpander,Việt Nam,Minivan (MPV),7.0,AT,petrol,white,78000,used
2023,Mitsubishi,Attrage,Thái Lan,Sedan,5.0,AT,petrol,red,10,used
2010,Kia,Morning,Hàn Quốc,Hatchback,2.0,AT,petrol,white,68,used
2021,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,white,50000,used
2000,Ford,Laser,Mỹ,Sedan,5.0,MT,petrol,green,15000,used
2018,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,gold,70000,used
2011,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,silver,120000,used
2018,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,white,71000,used
2018,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,red,56868,used
2020,Mitsubishi,Attrage,Thái Lan,Sedan,5.0,AT,petrol,white,35000,used
2017,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,60000,used
2020,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,grey,77000,used
2011,Hyundai,Accent,Hàn Quốc,Sedan,5.0,AT,petrol,white,160852,used
2022,Mitsubishi,Triton,Nhật Bản,Pick-up (bán tải),5.0,AT,oil,others,0,new
2016,Toyota,Fortuner,Nước khác,SUV / Cross over,7.0,MT,oil,silver,100000,used
2019,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,70000,used
2002,Toyota,Hilux,Nhật Bản,Pick-up (bán tải),2.0,MT,petrol,orange,100000,used
2015,Kia,Sorento,Hàn Quốc,SUV / Cross over,7.0,AT,petrol,black,66000,used
2009,Kia,Morning,Việt Nam,Hatchback,5.0,AT,petrol,silver,111000,used
2014,Toyota,Innova,Việt Nam,Minivan (MPV),7.0,AT,petrol,gold,88000,used
2012,Toyota,Innova,Việt Nam,Sedan,7.0,MT,petrol,silver,190000,used
2022,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,blue,12999,used
2017,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,white,105000,used
2006,Ford,Transit,Mỹ,Van,6.0,MT,oil,pink,123456,used
2007,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,orange,21000,used
2001,Toyota,Zace,Việt Nam,SUV / Cross over,8.0,MT,petrol,blue,134886,used
2017,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,81000,used
2014,Ford,Fiesta,Mỹ,Sedan,5.0,AT,petrol,white,98000,used
2006,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,123456,used
1992,Toyota,Camry,Nhật Bản,Sedan,5.0,AT,petrol,red,50000,used
2015,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,71000,used
2022,Hyundai,Elantra,Việt Nam,Sedan,5.0,AT,petrol,white,12000,used
2023,Ford,Ranger,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,0,new
2008,Hyundai,Grand Starex,Hàn Quốc,Minivan (MPV),5.0,MT,oil,silver,10000,used
2023,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,oil,white,0,new
2021,Mitsubishi,Outlander,Nhật Bản,SUV / Cross over,7.0,AT,petrol,red,60000,used
2015,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,gold,79328,used
